"TwoFactor1","TwoFactor2","Linear1","Linear2","Nonlinear1","Nonlinear2","Nonlinear3","Class"
-1.69481194200461,-3.4508108168886,1.07262397794414,0.142181984782651,0.939581160899252,0.909642682876438,0.761198915774003,"Class2"
0.931031740504229,0.333362921695971,0.267390969221103,-1.08668012406274,-0.385517704300582,0.26897467719391,0.533534921240062,"Class1"
1.79565414337997,0.830017218556284,0.296316354930113,0.226386813904247,0.374644048046321,0.536228357348591,0.497769488953054,"Class1"
-0.751615335750687,-0.030543139772129,-2.08557183688467,1.21314453551412,0.683512864634395,0.62995540862903,0.971479101805016,"Class1"
0.238772708674331,-1.39389963234696,0.330597603607689,0.488956977286032,0.727151949889958,0.536745390621945,0.75646028900519,"Class1"
-2.5522970144466,-0.834472953548212,-0.786941966193555,0.337508546460298,-0.990084338933229,0.0287111033685505,0.330849311314523,"Class2"
-0.0410588937925299,0.515836063949939,0.396503622095882,0.320356967757618,-0.193471207749099,0.620159566635266,0.570875379489735,"Class1"
1.83789583363616,-0.469782039995462,0.177468191232552,1.43670324429552,-0.898883990943432,0.79787624347955,0.808336669113487,"Class1"
1.1638717277548,1.0063348926212,0.0247689199779301,0.36463925339903,0.70098246447742,0.379780461080372,0.969258380588144,"Class2"
0.923277984536584,0.601113964461633,-1.87861640158579,-0.674477838329543,0.420607620850205,0.526473120320588,0.874074585968629,"Class2"
0.866330539687952,1.36362357450065,0.548821557826579,0.190194930045186,-0.0916660153307021,0.32074647443369,0.980571845546365,"Class2"
-0.828169341065091,0.258684747669067,0.0609312206078393,0.978130737415508,-0.524822631850839,0.901545016095042,0.69329343480058,"Class1"
-1.82062787461018,-1.09461833376171,-2.56724969620827,1.23543660237939,-0.545966413337737,0.613611999666318,0.39248374523595,"Class1"
-0.0688248486564083,-1.54711416284495,0.311300831475649,-0.76502655418754,0.560610843356699,0.787748747039586,0.808377624955028,"Class1"
1.60608047252537,-1.32736164688209,-0.700380976258746,0.969978209394853,-0.541755259502679,0.511350076645613,0.276281232945621,"Class1"
-1.13530138572835,-1.17499178590767,-0.0568971518209909,0.477041611766719,0.544874758459628,0.382724459515885,0.133781094569713,"Class1"
1.97437966921837,0.0873049072843183,1.69780112018985,0.392546695706597,0.0683664390817285,0.0240525149274617,0.145482174586505,"Class1"
-1.9093510401589,1.08385799494448,-2.24099734625314,-0.246574626868003,-0.847788519691676,0.767814471386373,0.382393433479592,"Class2"
-0.219683773949399,-0.413496467690698,-0.271829808739392,-0.100823931608203,-0.799002720043063,0.870950790122151,0.18448242964223,"Class1"
-0.239851487665591,-0.342327528495378,0.36870279781815,-0.119224417764197,-0.857736555859447,0.0952179064042866,0.00744913145899773,"Class1"
-0.245318831888308,-1.8686307525704,0.612880813547354,0.975957331082838,-0.965329015161842,0.0327740968205035,0.804481530329213,"Class1"
-1.37897065341871,1.36087632492692,0.445891609185914,0.606235163322906,-0.492444886360317,0.422018648590893,0.0174697558395565,"Class2"
1.02616138740733,0.413108454462388,2.24667154864589,0.155679342608936,-0.935976461973041,0.660021754680201,0.625958292279392,"Class1"
-1.11482055178358,0.371004446769881,2.22030837553731,-0.33338290673305,-0.788831437006593,0.816425182856619,0.587579301558435,"Class2"
0.485348111152797,-1.27944969855553,1.74690159530529,0.960203740624364,-0.231486862991005,0.069785967702046,0.0834198037628084,"Class1"
-1.46161721599104,-2.04887596190285,0.857151429928565,-0.23947335233165,0.315520230680704,0.288320313906297,0.418911163927987,"Class2"
-2.41920901531192,-2.14154650690863,1.37807408947722,-0.843876952783927,-0.453503081109375,0.404530752915889,0.951630306662992,"Class2"
0.983012232231705,2.14422402017723,1.13133174426542,-0.0555515849989197,0.561887823510915,0.414379459805787,0.587031443137676,"Class2"
1.4258474243258,2.38715906429446,-0.145449383641217,0.807407851375495,-0.0111880488693714,0.536496488144621,0.890505654504523,"Class2"
-0.0703642869242884,-0.484020765029092,0.758635941825636,0.923571999622653,-0.948756451718509,0.2475721007213,0.48792308778502,"Class1"
0.511626840375041,1.30028609161522,-1.01551453747793,-0.276330240892763,0.68472547782585,0.461768676061183,0.883250600192696,"Class2"
-1.84592198284795,-2.96881882285041,-0.194965340134524,1.39783739710981,-0.820981021039188,0.202837579185143,0.0270277785602957,"Class1"
0.335052439590215,0.488741678659588,-1.78680373448573,0.928299621180202,0.957734675612301,0.308836876880378,0.195058289682493,"Class1"
1.25683829144482,1.68812639187095,-0.158747428762087,0.00417777550247064,-0.793096016161144,0.467606644146144,0.231861674692482,"Class1"
0.722997802821171,-0.507400245664965,0.702298783178136,0.470333201512255,-0.914589866995811,0.408309375634417,0.0931377310771495,"Class1"
0.728834487424703,0.921090647806261,0.404757251171918,-0.233200215023746,0.484673718456179,0.376826633466408,0.70097215892747,"Class1"
0.694433214132754,-0.342033212035732,-1.31104491998352,-1.49960223164701,-0.667777378112078,0.682345973560587,0.618673542980105,"Class1"
-0.845131079330177,0.580153412088319,-1.38610671027511,-0.219716526840714,0.791985011193901,0.612490655388683,0.661238677799702,"Class2"
0.781531036119227,1.01753494449382,-0.083902597327694,0.137608218740116,-0.149928302969784,0.99569079070352,0.924585920525715,"Class1"
-0.275963997541287,-0.747377144304311,2.05659073630295,-0.0317599176446668,-0.55571297602728,0.816835735924542,0.355460208375007,"Class1"
0.901917986272148,2.32604687923817,-1.45263243725499,0.314158070811194,-0.586662026122212,0.0220921884756535,0.733351263683289,"Class2"
0.717588085761517,-1.34679391218499,0.179266907387227,-0.159722031682503,0.542049239389598,0.597165233455598,0.710256587248296,"Class1"
0.261704711793315,0.0926594545731866,1.49715363917957,1.38228222905779,-0.140702331904322,0.0850176676176488,0.321023705415428,"Class1"
-0.52403316041663,-0.393727278697117,-0.685326554238959,0.0900009703602033,-0.463846638798714,0.251597611233592,0.527544443495572,"Class1"
2.01582734478152,1.97572410481062,-0.284234503954841,0.467640740789515,-0.955383664462715,0.847454155795276,0.87267765798606,"Class2"
0.630140673878054,2.29317590667498,0.167782179282369,0.0282255295890841,-0.401009703986347,0.945159733761102,0.186161517864093,"Class2"
0.86279784329253,1.3790157997986,1.18200428811043,0.98542667082237,0.310216976329684,0.470857990439981,0.454330848995596,"Class2"
-1.37322543839454,-0.834691429033777,-2.22170515380086,-1.72469099083389,-0.348390958737582,0.0140439025126398,0.64819229231216,"Class2"
1.36307213753235,1.2681082697114,-0.258319883186148,0.149193500644387,0.68677980825305,0.408495711861178,0.724806230980903,"Class2"
-0.823207447205257,-0.482468707899488,-0.236146534045778,0.475920100692225,0.492672819178551,0.128177009290084,0.850291981827468,"Class2"
1.65551439316779,-0.959579646421416,-0.790555526359461,0.532045574547539,-0.802754239179194,0.13217864651233,0.586063971975818,"Class1"
2.61980490520671,0.459600769884266,0.584871202814869,-1.35714019043178,-0.672767736949027,0.327641604701057,0.724911089753732,"Class1"
1.9174113473814,2.15860511738966,-0.2714184987282,0.0214964320178751,-0.801926203537732,0.243985333479941,0.585614889860153,"Class2"
1.72784930002818,1.46527194281963,1.8311308320944,-1.45642632597115,-0.343248384539038,0.346092705614865,0.373416814953089,"Class2"
0.007119840166396,1.07511259857551,-0.814234186032695,0.760169791650564,0.939622402656823,0.0722163354512304,0.656445286003873,"Class1"
-2.23035554021198,-1.59329784772089,-1.0404432075615,-0.889166574844089,0.0784007580950856,0.748901196755469,0.735330081079155,"Class2"
0.00773386554036049,-1.54210186841849,-0.0288963277682047,-2.03179530829641,0.333212115801871,0.631772215012461,0.0577343206387013,"Class1"
1.26373159158612,1.19125903315614,-0.433941911088714,1.19138608690311,-0.19394552661106,0.838063065428287,0.829202663851902,"Class1"
1.01157034824547,0.908271308999777,0.346897203072259,-0.122134325724805,0.450680559501052,0.807510020909831,0.207874286454171,"Class2"
1.32639985549345,2.6967287054795,-0.977130514219472,-0.136166789182835,0.824185084085912,0.438224610639736,0.662502539111301,"Class2"
-2.91215820367087,-3.59001940212685,-1.32903127172955,-0.196808635844335,-0.862008267547935,0.653097865171731,0.917514823144302,"Class2"
0.822363877293748,-2.11911203379393,-0.978400330807197,1.8972581155314,-0.701284881215543,0.364851514110342,0.216126136016101,"Class1"
-1.40000570467737,-0.096061602860127,0.795773241287119,-0.39992520247034,-0.79711568262428,0.596164713380858,0.132693454390392,"Class2"
