"TwoFactor1","TwoFactor2","Linear1","Linear2","Nonlinear1","Nonlinear2","Nonlinear3","Corr1","Corr2","Corr3","Corr4","Corr5","Class"
-1.91865199133331,-2.69924780125344,-0.853989595437556,-2.1618357249078,-0.277472872287035,0.191082292702049,0.70453282026574,0.537463852381602,-0.810559846120331,-1.24995206898006,0.0876525032462731,0.986097310546031,"Class2"
1.16949611775064,-0.910672033195763,-1.24166498618577,-0.926766618633991,0.865104601252824,0.813070601550862,0.549069358967245,-0.501558981104869,0.671667338632719,2.44404109202874,0.779347780311739,1.549254054746,"Class1"
-0.160906955566688,0.0685186620560712,0.0519417850487074,0.493546068426871,-0.826805368997157,0.80748009425588,0.63777304510586,-1.10144512793927,0.694206218054871,0.180936416066938,-0.0755427417482302,-1.04978190321877,"Class1"
-0.924891748281356,-0.706688568793062,0.149034986938745,0.616504612696207,0.611749848816544,0.409723659278825,0.65363475959748,-0.552306416079532,1.42741193679191,-0.0696636194437643,1.13077816844379,0.520377900539571,"Class1"
0.758751965752006,1.73422313581123,0.408999801806476,0.0926496752167841,0.90892800828442,0.423714248463511,0.134432253660634,-1.06563350389632,0.899187396788172,-0.96143457577,0.0968622790364594,0.414895980268666,"Class2"
-1.59199546952397,-0.794180925411285,0.775393362146455,0.330218919915859,-0.153527400456369,0.372185233514756,0.358785382704809,-1.93019172184946,-0.885635810921826,0.128833889141674,1.64563191081179,-0.711166926896179,"Class2"
0.686998761062156,-0.11775927046229,0.708898005834894,0.616338570295793,0.282080272678286,0.194936634739861,0.472314583836123,-0.558403242553413,-0.0110334612260667,-0.978393055217591,0.666529738273912,-0.989417640528557,"Class1"
1.38157909140264,0.909733519738217,-1.15176096163365,0.971374595920232,-0.36161969974637,0.692660774337128,0.831411600112915,1.19021367436959,1.0075505877501,-0.117023429445725,0.151704503598953,0.362474757833317,"Class1"
-2.38643711520711,-2.18221104326483,-0.311267537532289,-0.0361512311658046,0.635279900860041,0.672073209425434,0.311101216822863,-0.980861052340102,0.107968537107514,0.296822612435813,0.616333932490135,0.671545454515712,"Class2"
1.02908497642471,-0.677666413465721,-2.11438022779827,2.11532997427989,0.104358467273414,0.900802087737247,0.817646340932697,0.384389137950944,1.90395565487233,-1.92081462106005,0.6090790039197,0.206915971655447,"Class1"
1.39067183183151,1.14875564098834,-0.0559373294668298,0.189527015604069,-0.802409660536796,0.696525381878018,0.0189688324462622,0.752882817579419,-0.825110806843135,-0.670129278340088,0.329953447058658,0.945871075069902,"Class1"
1.23809123675183,1.04792762310753,0.319682601102141,-2.43766626496148,-0.879368886351585,0.260674304096028,0.352345575112849,-0.286053134117619,0.917922606379062,0.911971136465099,-1.12250296137157,-1.3097704141298,"Class2"
1.73226555392506,0.731424355391423,-0.260191046947839,-1.28379278169755,-0.7115199980326,0.202480477979407,0.0917522411327809,0.698606710908318,-1.07122163683909,-0.27427984390083,-0.674879893366709,-0.0885070191807409,"Class1"
-2.17992449435749,-1.58313905984019,-0.348771613715072,-0.192967328285139,0.594386299140751,0.68500743736513,0.400974394753575,-0.238975343018142,-0.375677743696653,1.36996754095913,0.344459649089807,-0.434270832324859,"Class2"
-0.811343990044349,-0.453849984690684,0.481262081133803,-1.29510676740182,0.162424097303301,0.261330703971907,0.567398455459625,1.25585558297305,-0.29823402896733,-1.7968501726442,1.04180289506609,1.04220919240865,"Class2"
-0.214621635481049,2.09693639046441,-0.818356592864335,0.956918040932142,-0.18870747089386,0.188558595487848,0.813224616227672,-0.0438023214091724,-0.0730215135611873,1.34837644482468,0.11856785799674,-0.703956562826989,"Class2"
0.507932148357534,-0.449130747523239,-0.896502085265675,0.139868606768892,0.693361441139132,0.653306949185207,0.195837372681126,-0.347691485088008,-1.31357840028846,1.41157491523235,1.45857242709089,-0.482182063600982,"Class1"
-1.6709831614626,-1.23711596055088,0.205643928907565,1.5483894927948,0.356738629750907,0.624865998513997,0.449844505637884,-0.389455606189525,1.75324566532052,-0.521899666034418,2.026697697898,0.26718364802614,"Class2"
1.3790533339345,0.630277135241834,-2.89334632521164,-0.815392354438602,0.208181473892182,0.192209637025371,0.43701475742273,0.618575868911234,0.434187025307752,-0.637900183242879,0.979350462179691,0.450139446424189,"Class1"
2.46110254843035,1.58017310344011,0.998838759803658,-2.15417091096922,-0.0403699236921966,0.682792374165729,0.798712449381128,0.348127824782081,0.403942495606853,0.148523078845826,0.182648922960986,-1.231587096696,"Class2"
1.54681516540316,0.475495646755203,1.08451519373237,-1.12381279112222,0.415297439321876,0.416518695186824,0.689639309654012,0.627127575871163,0.0543251229211472,-2.33478537181421,0.647870768468834,1.1037575146373,"Class1"
0.617978587786384,1.92958033221986,-1.31251804432177,-1.5501724671404,-0.620748318266124,0.617611051071435,0.25248374347575,-0.370247918325463,0.519970340965809,-0.0638214714317712,-1.64605580146669,0.645026745992039,"Class2"
-1.66414898923513,-4.25744870509611,-1.00938455770643,0.176718391342534,0.515155915636569,0.411665090592578,0.810506518464535,0.753386564020442,0.116448640695097,-0.762829334286389,-0.534559309531647,1.18065260652984,"Class1"
-2.94438645763317,0.20220714080432,1.57966517060843,1.08999050113364,-0.357346683274955,0.332747193751857,0.86957323574461,2.27160282792433,-0.484915466736853,-1.17642717587709,-0.444289369155713,0.113679800294009,"Class2"
1.06338095703079,0.688353482543233,1.03072150552406,0.742686077330312,0.298971187323332,0.318840751657262,0.00902462634257972,-0.464574717006074,-1.26603453646154,-0.791432224956086,1.34373735567006,-0.787097610699229,"Class1"
-2.70704001814923,-2.62009796883415,-0.0207943401312475,-0.341921898843465,-0.23928930144757,0.77193467062898,0.742291159462184,0.0913603853625991,1.07733111147568,1.09703141264014,-0.481713227323943,-0.599810363736934,"Class2"
-2.40500496724458,0.665877474081135,-0.0600686124551777,0.722097498095652,-0.189860030543059,0.161737689049914,0.397871918743476,-1.04068798445361,0.305340237077709,0.199090383061915,0.25684927182324,0.827598933242025,"Class2"
0.743249559281963,0.612059181846311,-1.05272762049205,-0.192927554757527,-0.177747492212802,0.261221337830648,0.00332450051791966,-1.02831665200821,0.256333137313147,-1.37610586279628,-0.263946248345989,-2.02043336878337,"Class1"
1.71580826582005,2.32897707568856,-0.575564902469956,1.1879265748993,-0.95120230410248,0.244125261669978,0.107342069037259,-1.32866775715479,-0.915540940579105,0.568899369104862,-1.5350281707453,-1.26425571790239,"Class2"
0.289650172551381,2.39557764614997,-0.477497964603365,1.72514464273322,-0.944062000140548,0.40800523199141,0.273659926373512,0.350531358836065,1.20414253983147,-0.197732039371125,-0.0936967544765399,0.412722154693749,"Class1"
1.40739220613062,-0.455293927553932,0.339910591450016,1.18197960040718,0.789494892116636,0.138012638315558,0.50229184050113,0.288562673180854,0.522765033141997,-0.116765373832742,-0.0605730828039939,-0.242318840753253,"Class1"
-0.645276270340005,-1.13150297406922,1.46238722310454,-0.636907941736389,0.875078174285591,0.417743033496663,0.856476877816021,-0.0270441036811415,-1.64562741761003,0.837241534775285,-1.07198547457234,-0.417753833403945,"Class1"
-0.64110194426472,-1.4090658163904,-1.07561081187836,-2.53482726431609,0.881668987218291,0.495627110823989,0.241742375539616,0.805919355362349,-0.22571050801928,-0.20789404418941,-1.33243139263756,-1.14438282155856,"Class2"
-3.08889226742796,-0.56749691302056,0.603027385172899,1.07131342151119,0.55647694831714,0.346160676563159,0.323096997803077,1.12126138029043,-1.2137466199395,2.0493270414534,0.0578682375874236,-0.123580890036689,"Class2"
-0.686585885984073,-1.25217792727399,-1.95457922950389,-0.789931008388234,-0.622171002440155,0.468767546582967,0.0183514028321952,1.19050086030567,-0.371509920966064,0.0720263674065825,0.436537134486452,0.825296313087837,"Class1"
-0.875943669364857,1.27691697774163,0.992338158641175,-0.894341825118831,0.319440382532775,0.905756154563278,0.931685814401135,-1.07698799627658,-1.51729951041452,0.185003370161989,-1.21698830450206,-0.595402176905503,"Class2"
-0.569183989554772,-0.506247867484432,1.46922479434272,-0.00699068077196735,0.917224915232509,0.776335131842643,0.319699884625152,0.161157240509628,0.159129546091825,-1.47886532207392,-0.177191181901889,-0.0341613867224862,"Class1"
0.705243342288351,1.89722309590475,0.646504389318051,-0.507154571084257,0.259039218537509,0.594810467911884,0.822716664988548,1.4836197198191,1.23093896566442,-0.322697763977446,-0.212900558152411,-0.166105424538812,"Class2"
-1.00937127087136,-0.183011776850068,0.569769113316888,0.0559610116806236,-0.386431519407779,0.977552020223811,0.968624129658565,-0.103784137504896,0.151331646043155,-0.0564671714494478,2.55411110965772,-1.44796714743944,"Class1"
0.608443668442568,1.24315611011691,-1.38974876181973,1.13399237061217,0.408877371344715,0.116569185396656,0.221016085473821,0.621659017596578,2.51606496718387,1.00324110712868,-0.298141651526233,0.700489177531126,"Class1"
-1.27597063768569,-0.969499947901683,-0.864559474328937,-0.566980678243345,0.0682665784843266,0.647769845789298,0.797684201272205,1.34368943785293,-0.297756045354288,0.213590149255862,-0.770703213375713,-1.39681348473744,"Class2"
-0.915245863206318,1.4656354276397,-1.52773452093325,-1.45053582544101,0.199042232707143,0.586659403517842,0.211755765369162,0.539912531398686,0.0564175544450005,0.291972607972027,0.580659192799399,-0.665866874497053,"Class2"
-1.68999645690916,-0.556273738381554,-0.155382551263408,-0.0631963563809093,-0.247934353072196,0.368555633351207,0.584046809701249,-0.218469731100389,-1.8284808908978,1.47915796264838,-0.49532292642058,-0.0297002832856614,"Class2"
0.953408443593362,0.447065779188558,-0.786219186955458,-0.390297731436361,0.68674410879612,0.257942218100652,0.394109395099804,0.860723458809213,-0.863921588988053,1.60562286145707,1.178004127963,0.427290542209135,"Class2"
