"","scores_adabag","scores_svm","scores_cfifty"
"1",0.998175182481752,0.998175182481752,0.998175182481752
"2",0.992700729927007,0.992700729927007,0.992700729927007
"3",0.999087591240876,0.999087591240876,0.999087591240876
"4",0.996350364963504,0.996350364963504,0.996350364963504
"5",0.998175182481752,0.998175182481752,0.998175182481752
"6",0.999087591240876,0.999087591240876,0.999087591240876
"7",0.999087591240876,0.999087591240876,0.999087591240876
"8",0.999087591240876,0.999087591240876,0.999087591240876
"9",0.997262773722628,0.997262773722628,0.997262773722628
"10",0.999087591240876,0.999087591240876,0.999087591240876
"11",0.998175182481752,0.998175182481752,0.998175182481752
"12",0.999087591240876,0.999087591240876,0.999087591240876
"13",0.999087591240876,0.999087591240876,0.999087591240876
"14",0.999087591240876,0.999087591240876,0.999087591240876
"15",0.999087591240876,0.999087591240876,0.999087591240876
"16",0.999087591240876,0.999087591240876,0.999087591240876
"17",0.999087591240876,0.999087591240876,0.999087591240876
"18",0.988138686131387,0.988138686131387,0.988138686131387
"19",0.999087591240876,0.999087591240876,0.999087591240876
"20",0.999087591240876,0.999087591240876,0.999087591240876
"21",0.999087591240876,0.999087591240876,0.999087591240876
"22",0.999087591240876,0.999087591240876,0.999087591240876
"23",0.996350364963504,0.996350364963504,0.996350364963504
"24",0.999087591240876,0.999087591240876,0.999087591240876
"25",0.996350364963504,0.996350364963504,0.996350364963504
"26",0.993613138686131,0.993613138686131,0.993613138686131
"27",0.996350364963504,0.996350364963504,0.996350364963504
"28",0.893248175182482,0.893248175182482,0.893248175182482
"29",0.996350364963504,0.996350364963504,0.996350364963504
"30",0.999087591240876,0.999087591240876,0.999087591240876
"31",0.999087591240876,0.999087591240876,0.999087591240876
"32",0.999087591240876,0.999087591240876,0.999087591240876
"33",0.996350364963504,0.996350364963504,0.996350364963504
"34",0.999087591240876,0.999087591240876,0.999087591240876
"35",0.999087591240876,0.999087591240876,0.999087591240876
"36",0.999087591240876,0.999087591240876,0.999087591240876
"37",0.993613138686131,0.993613138686131,0.993613138686131
"38",0.992700729927007,0.992700729927007,0.992700729927007
"39",0.993613138686131,0.993613138686131,0.993613138686131
"40",0.999087591240876,0.999087591240876,0.999087591240876
"41",0.999087591240876,0.999087591240876,0.999087591240876
"42",0.996350364963504,0.996350364963504,0.996350364963504
"43",0.999087591240876,0.999087591240876,0.999087591240876
"44",0.999087591240876,0.999087591240876,0.999087591240876
